,lat,lon,time,nuclide,_dl,_unit,value,_unc,species,body_part,bio_group,sample_id,contracting_party,id,is_replicate,replicated_group
126,51.4,3.9622222222222225,1632873600,pb210,1,5,2.4,0.12,129,19,14,,Netherlands,96132,True,41
127,51.4,3.9622222222222225,1632873600,ra226,2,5,1.8,,129,19,14,,Netherlands,96137,True,42
128,51.4,3.9622222222222225,1632873600,ra226,2,5,1.8,,129,19,14,,Netherlands,96128,True,42
129,51.4,3.9622222222222225,1632873600,ra226,2,5,1.8,,129,19,14,,Netherlands,96131,True,42
130,51.4,3.9622222222222225,1632873600,ra226,2,5,1.8,,129,19,14,,Netherlands,96134,True,42
131,51.4,3.9622222222222225,1476662400,cs137,2,5,0.2,,414,19,14,2016009297,Netherlands,83453,True,43
132,51.4,3.9622222222222225,1476662400,cs137,2,5,0.2,,414,19,14,2016009296,Netherlands,83450,True,43
133,51.4,3.9622222222222225,1476662400,cs137,2,5,0.2,,414,19,14,2016009295,Netherlands,83447,True,43
134,51.4,3.9622222222222225,1476662400,pb210,2,5,1.0,,414,19,14,2016009296,Netherlands,83452,True,44
135,51.4,3.9622222222222225,1476662400,pb210,2,5,1.0,,414,19,14,2016009295,Netherlands,83449,True,44
136,51.4,3.9622222222222225,1476662400,pb210,2,5,1.0,,414,19,14,2016009297,Netherlands,83455,True,44
137,51.4,3.9622222222222225,1476662400,ra226,2,5,1.8,,414,19,14,2016009296,Netherlands,83451,True,45
138,51.4,3.9622222222222225,1476662400,ra226,2,5,1.8,,414,19,14,2016009297,Netherlands,83454,True,45
139,51.4,3.9622222222222225,1476662400,ra226,2,5,1.8,,414,19,14,2016009295,Netherlands,83448,True,45
140,51.4,3.9622222222222225,1507161600,cs137,2,5,0.2,,414,19,14,2018011476,Netherlands,86028,True,46
141,51.4,3.9622222222222225,1507161600,cs137,2,5,0.2,,414,19,14,2018011475,Netherlands,86025,True,46
142,51.4,3.9622222222222225,1507161600,cs137,2,5,0.2,,414,19,14,2018011474,Netherlands,86022,True,46
143,51.4,3.9622222222222225,1507161600,pb210,2,5,1.0,,414,19,14,2018011475,Netherlands,86027,True,47
144,51.4,3.9622222222222225,1507161600,pb210,2,5,1.0,,414,19,14,2018011474,Netherlands,86024,True,47
145,51.4,3.9622222222222225,1507161600,pb210,2,5,1.0,,414,19,14,2018011476,Netherlands,86030,True,47
146,51.4,3.9622222222222225,1507161600,ra226,2,5,1.8,,414,19,14,2018011475,Netherlands,86026,True,48
147,51.4,3.9622222222222225,1507161600,ra226,2,5,1.8,,414,19,14,2018011474,Netherlands,86023,True,48
148,51.4,3.9622222222222225,1507161600,ra226,2,5,1.8,,414,19,14,2018011476,Netherlands,86029,True,48
149,51.4,3.9622222222222225,1539648000,cs137,2,5,0.2,,414,19,14,2019007182,Netherlands,87176,True,49
150,51.4,3.9622222222222225,1539648000,cs137,2,5,0.2,,414,19,14,2019007183,Netherlands,87179,True,49
151,51.4,3.9622222222222225,1539648000,cs137,2,5,0.2,,414,19,14,2019007184,Netherlands,87182,True,49
152,51.4,3.9622222222222225,1539648000,pb210,2,5,1.0,,414,19,14,2019007183,Netherlands,87181,True,50
153,51.4,3.9622222222222225,1539648000,pb210,2,5,1.0,,414,19,14,2019007184,Netherlands,87184,True,50
154,51.4,3.9622222222222225,1539648000,pb210,2,5,1.0,,414,19,14,2019007182,Netherlands,87178,True,50
155,51.4,3.9622222222222225,1539648000,ra226,2,5,1.8,,414,19,14,2019007183,Netherlands,87180,True,51
